Timestamp,AoI
5674.9894682,5307.275240041
5675.804416916,5307.090053641
5676.804842647,5307.0903813350005
5677.805115002,5307.090560931
5678.80477531,5307.090100018
5679.804970654,5307.0901485859995
5680.805140806,5307.090190759
5681.807105426,5307.092046864
5682.80627884,5307.091111561001
5683.805685584,5307.090417420999
5684.805595139,5307.09022739
5685.805558005,5307.090088466
5686.805688107,5307.090120983
5687.805777759,5307.0901157
5688.80605687,5307.090300042
5689.805994492,5307.090143359999
5690.806194036,5307.090224766001
5691.806577299,5307.090449745
5692.80638496,5307.0901475480005
5693.806445377,5307.09010546
5694.806531401,5307.090086109
5695.806698938,5307.090157643001
5696.807015748,5307.090360413
5697.807445406,5307.090671939
5698.806971351,5307.090068198
5699.807916946,5307.09090933
5700.807222342,5307.090100615001
5701.807359072,5307.090136401999
5702.807541055,5307.090211887
5703.807559496,5307.090091071
5704.807672414,5307.090104715
5705.807730697,5307.090050446
5706.810986325,5307.093205431001
5707.807945157,5307.090068621
5708.809036301,5307.091068512
5709.80855134,5307.090476984
5710.808337967,5307.090167433999
5711.809838655,5307.091573816
5712.808528305,5307.090176587
5713.808624328,5307.09017149
5714.808671493,5307.090114332999
5715.808815303,5307.090098969
5716.809100442,5307.090258158
5717.809411596,5307.090456788001
5718.809336705,5307.090265762
5719.809466755,5307.090293697001
5720.809577431,5307.090272777001
